session_id,student_id,persona,event_id,event_type,ts_iso,ts_ms,session_offset_ms,wave_number,question_id,subject,difficulty,correct,response_time_ms,context,tower_type,tile_col,tile_row,gold_spent,old_level,new_level,success,difficulty_jump,total_enemies,enemies_killed,enemies_leaked,interest,bonus_gold,synergy_id,synergy_name,enemy_type,knowledge_component,reward,live_cost,lives_remaining,amount,remaining_prep_time
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473424_87u,experiment_started,2026-04-16T09:07:53.424Z,1776330473424,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473424_ypq,hypothesis_chosen,2026-04-16T09:07:53.424Z,1776330473424,85.5,,,,,true,2093,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473424_gqi,equipment_selected,2026-04-16T09:07:53.424Z,1776330473424,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473424_3t1,equipment_selected,2026-04-16T09:07:53.424Z,1776330473424,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473424_n2x,equipment_selected,2026-04-16T09:07:53.424Z,1776330473424,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_f73,variable_adjusted,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_o6z,experiment_run,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_gci,observation_recorded,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_hfz,observation_recorded,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_zon,observation_recorded,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_sej,conclusion_chosen,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,true,7710,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_8gt,question_answered,2026-04-16T09:07:53.425Z,1776330473425.5,87,,le_conc_21,physics,3,true,5734,conclude,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_tr8,professor_challenge_attempted,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_cav,experiment_complete,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330473338.5_3sxehf,student_w1_001,methodical,evt_1776330473425.5_i5o,session_summary,2026-04-16T09:07:53.425Z,1776330473425.5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330475543.5_wbwzl7,student_w1_002,struggling_student,evt_1776330475681.5_6kl,experiment_started,2026-04-16T09:07:55.681Z,1776330475681.5,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330475543.5_wbwzl7,student_w1_002,struggling_student,evt_1776330475681.5_e0d,hypothesis_chosen,2026-04-16T09:07:55.681Z,1776330475681.5,138,,,,,true,7699,,,,,,,,,,,,,,,,,,,,,,,
session_1776330475543.5_wbwzl7,student_w1_002,struggling_student,evt_1776330475681.5_yfz,equipment_selected,2026-04-16T09:07:55.681Z,1776330475681.5,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
