session_id,student_id,persona,event_id,event_type,ts_iso,ts_ms,session_offset_ms,wave_number,question_id,subject,difficulty,correct,response_time_ms,context,tower_type,tile_col,tile_row,gold_spent,old_level,new_level,success,difficulty_jump,total_enemies,enemies_killed,enemies_leaked,interest,bonus_gold,synergy_id,synergy_name,enemy_type,knowledge_component,reward,live_cost,lives_remaining,amount,remaining_prep_time
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465444.5_q7r,chapter_entered,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_9lb,map_node_visited,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_kbr,dialogue_choice,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_t8y,map_path_chosen,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_8ys,map_node_visited,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_m15,combat_started,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,confusion_crawler,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_t14,spell_choice,2026-04-16T09:07:45.446Z,1776330465446,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465446_ulr,question_answered,2026-04-16T09:07:45.446Z,1776330465446,91.5,,kq_q_1_0_93,math,5,false,4522,spell_cast,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465447.5_151,item_used,2026-04-16T09:07:45.447Z,1776330465447.5,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465447.5_d0t,spell_choice,2026-04-16T09:07:45.447Z,1776330465447.5,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776330465354.5_ju0gyo,student_w1_001,guesser,evt_1776330465447.5_j36,question_answered,2026-04-16T09:07:45.447Z,1776330465447.5,93,,kq_q_1_2_52,science,1,false,2063,spell_cast,,,,,,,,,,,,,,,,,,,,,,
