session_id,student_id,persona,event_id,event_type,ts_iso,ts_ms,session_offset_ms,wave_number,question_id,subject,difficulty,correct,response_time_ms,context,tower_type,tile_col,tile_row,gold_spent,old_level,new_level,success,difficulty_jump,total_enemies,enemies_killed,enemies_leaked,interest,bonus_gold,synergy_id,synergy_name,enemy_type,knowledge_component,reward,live_cost,lives_remaining,amount,remaining_prep_time
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327734441.5_38a,game_started,2026-04-16T08:22:14.441Z,1776327734441.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327737872_z2d,question_answered,2026-04-16T08:22:17.872Z,1776327737872,3454.5,,gen_006,general,3,true,1778.8387795280578,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327739736.5_0b3,question_answered,2026-04-16T08:22:19.736Z,1776327739736.5,5319,,gen_005,general,3,true,1489.2581563712552,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327740903.5_4o1,question_answered,2026-04-16T08:22:20.903Z,1776327740903.5,6486,,gen_003,general,2,true,2436.8510504249716,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327742085.5_j1h,question_answered,2026-04-16T08:22:22.085Z,1776327742085.5,7668,,gen_009,general,5,true,1800.866871061878,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327743411.5_twc,question_answered,2026-04-16T08:22:23.411Z,1776327743411.5,8994,,gen_010,general,5,false,977.0972645083232,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327744694_p0w,question_answered,2026-04-16T08:22:24.694Z,1776327744694,10276.5,,gen_008,general,4,true,932.2796986187494,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327745880.5_b7p,question_answered,2026-04-16T08:22:25.880Z,1776327745880.5,11463,,gen_007,general,4,false,2069.3454153397606,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327747032.5_6c9,question_answered,2026-04-16T08:22:27.032Z,1776327747032.5,12615,,gen_001,general,1,false,1378.1677035092307,,,,,,,,,,,,,,,,,,,,,,,
session_1776327734417.5_6z9d5o,student_w1_001,guesser,evt_1776327748309_avk,question_answered,2026-04-16T08:22:28.309Z,1776327748309,13891.5,,gen_002,general,1,false,1471.8009531196253,,,,,,,,,,,,,,,,,,,,,,,
